Accession,Organism_Name,GenBank_RefSeq,Submitters,Organization,Org_location,Release_Date,Pangolin,PangoVersions,Surveillance_Sampling,Isolate,Species,Genus,Family,Molecule_type,Length,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,Country,USA,Host,Tissue_Specimen_Source,Collection_Date,BioSample,BioProject
OX223506,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,13-07-2022,BA.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29861,partial,,,,Denmark:Hovedstaden,Denmark,,Homo sapiens,,03-07-2022,SAMEA110344629,PRJEB49401
OU998998,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,21-11-2021,AY.4.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,27-10-2021,SAMEA10934031,PRJEB37886
OW532399,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,25-04-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,29-03-2022,SAMEA14023186,PRJEB37886
OK449752,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,11-10-2021,AY.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,OH-CDC-IBX248590417900,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29818,partial,,,,USA: Ohio,USA,OH,Homo sapiens,oronasopharynx,01-10-2021,SAMN22170432,PRJNA731149
ON545415,Severe acute respiratory syndrome coronavirus 2,GenBank,"Lemieux,J.E., Siddle,K.J., Shaw,B., Adams,G., Pierce,V., Turbett,S., Anahtar,M., Branda,J., Slater,D., Harris,J., Lin,A.E., Gladden-Young,A., Lagerborg,K., Rudy,M., DeRuff,K., Carter,A., Normandin,E., Bauer,M., Reilly,S., Tomkins-Tinch,C., Loreth,C., Chaluvadi,S., Neumann,A., Cusick,C., Chapman,S.B., Gnirke,A., Flowers,K., Cerrato,F., Birren,B.W., Gallagher,G., Smole,S., Park,D.J., MacInnis,B.L., Ryan,E., LaRocque,R., Rosenberg,E., Sabeti,P.C.","Broad Institute of Harvard and MIT, Infectious Disease Program",USA,19-05-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MA-Broad-CRSP_QXR2MHPAG6YXBYN4,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29804,complete,,,,USA: Massachusetts,USA,MA,Homo sapiens,,03-05-2022,SAMN28231616,PRJNA622837
MZ192940,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Bixby,C., Wang,Y., Schultz,J., Goswami,C., Hager,R., Grimwood,R., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,14-05-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,MN-CDC-IBX661854715316,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29801,complete,,,,USA: Minnesota,USA,MN,Homo sapiens,,27-04-2021,SAMN20231777,PRJNA731149
OK158241,Severe acute respiratory syndrome coronavirus 2,GenBank,"Diagnostics,G.","Gravity Diagnostics, LLC, Laboratory",USA,16-09-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,OH-GD-090121-163,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29807,partial,,,,USA,USA,,Homo sapiens,oronasopharynx,23-08-2021,,
OK129264,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,14-09-2021,AY.110,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,FL-CDC-QDX26765464,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29760,partial,,,,USA: Florida,USA,FL,Homo sapiens,oronasopharynx,12-07-2021,SAMN20445834,PRJNA716985
OW176237,Severe acute respiratory syndrome coronavirus 2,GenBank,"Wynn,J., Hyland,M., The Lighthouse Lab in Alderley,Park., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,21-03-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29850,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,03-03-2022,SAMEA13386374,PRJEB37886
OM274577,Severe acute respiratory syndrome coronavirus 2,GenBank,"Schmedes,S., Tarigopula,N., Splatt,T., Blanton,J.","FLDOH, BPHL",USA,14-01-2022,AY.3,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,FL-BPHL-16546,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29732,partial,,,,USA: FL,USA,FL,Homo sapiens,,12-10-2021,SAMN23827943,PRJNA630714
ON482546,Severe acute respiratory syndrome coronavirus 2,GenBank,"Taboada,B., Zarate,S., Garcia-Lopez,R., Munoz-Medina,J.E., Sanchez-Flores,A., Herrera-Estrella,A., Boukadida,C., Gomez-Gil,B., Selem Mojica,N., Rosales-Rivera,M., Salas-Lais,A.G., Gutierrez-Rios,R.M., Loza,A., Rivera-Gutierrez,X., Vazquez-Perez,J.A., Matias-Florentino,M., Perez-Garcia,M., Avila-Rios,S., Manuel-Hurtado,J., Herrera-Najera,C., Nunez-Contreras,J., Sarquiz-Martinez,B., Eduardo-Garcia,V., Santiago-Mauricio,M., Martinez-Miguel,B., Isa,P., Wong-Chew,R.M., Jimenez-Corona,M.-E., Lopez,S., Arias,C.F., Consorcio Mexicano de Vigilancia Genomica,C.-M., Alvarado-Yaah,J.E., Becerril-Vargas,E., Borja-Aburto,V.H., Chaidez-Quiroz,C., Chale-Dzul,J.B., Ciria Merce,R., Comas-Garcia,A., Duque Molina,C., Enciso-Ibarra,J., Enciso-Moreno,J.A., Espinosa-Ayala,G.E., Fontove-Herrera,F., Fregoso-Rueda,D., Garcia-Arias,V.E., Garcia-Gasca,A., Gonzalez,J.P., Gonzalez-Lopez,I., Grajales-Muniz,C., Grande,R., Gutierrez Rios,R.M., Hernandez,J., Hernandez-Teran,A., Herrera-Najera,C.I., Mata-Haro,V., Lira Morales,D., Loza Roman,A., Maldonado-Meza,B.I., Martinez-Orozco,J.A., Martinez- Rodriguez,C., Mejia-Nepomuceno,F., Mireles-Rivera,M.Gd.J., Molina-Salinas,G.M., Montoya-Fuentes,H., Mujica-Sanchez,M., Nunez-Contreras,Jd.J., Ocana-Mondragon,A., Ochoa-Carrera,L.A., Paz-Juarez,H.E., Pulido,F., Ramirez-Plascencia,H.H.F., Salas-Hernandez,J., Santacruz-Tinoco,C.E., Santiago-Mauricio,M.G., Selem-Mojica,N., Tapia-Diaz,K.E., Vazquez,G.","Instituto de Biotecnologia, Genetica del Desarrollo y Fisiologia Molecular",Mexico,11-05-2022,AY.100,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,YUC-5_2988,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29730,complete,,,,Mexico,Mexico,,Homo sapiens,,20-10-2021,,
OP968432,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Pfefferle,L., Jain,M., Robinson,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D., Sula,E.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,08-12-2022,BF.7.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-LC0942314,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29687,complete,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,22-11-2022,SAMN32106935,PRJNA716984
OV407429,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,09-01-2022,AY.4.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29845,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,03-12-2021,SAMEA11103809,PRJEB37886
OY396125,Severe acute respiratory syndrome coronavirus 2,GenBank,,Edinburgh,United Kingdom,22-07-2023,BA.5.1.24,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29844,complete,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,21-06-2022,SAMEA113219018,PRJEB37886
MW666816,Severe acute respiratory syndrome coronavirus 2,GenBank,"Cook,P.W., Howard,D., Batra,D., Rambo-Martin,B.L., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanaiboon,P., Lacbawan,F., Paden,C.R., Tong,S., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,26-02-2021,B.1.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NV-CDC-QDX21365088,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29782,complete,,,,USA: Nevada,USA,NV,Homo sapiens,oronasopharynx,21-01-2021,,
OY301031,Severe acute respiratory syndrome coronavirus 2,GenBank,,"61 Colindale Avenue, London, NW9 5EQ",United Kingdom,17-07-2023,XBB.1.5.12,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29847,complete,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,12-04-2023,SAMEA114087946,PRJEB37886
OQ895052,Severe acute respiratory syndrome coronavirus 2,GenBank,"Colson,P., Levasseur,A., Boschi,C., Fournier,P.-E., La Scola,B.","IHU Mediterranee Infection, IHU Mediterranee Infection",France,01-05-2023,XM,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,IHUCOVID-078330,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29672,complete,,,,France,France,,Homo sapiens,oronasopharynx,2022-04,,
ON223019,Severe acute respiratory syndrome coronavirus 2,GenBank,"Marques,A.D., Everett,J.K., Rodino,K., Reddy,S., Roche,A.M., Hwang,Y., Sherrill-Mix,S., Whiteside,S.A., Graham-Wooten,J., Khatib,L.A., Fitzgerald,A.S., Ganguly,A., Feldman,M., Kelly,B., Collman,R.G., Bushman,F.D.","University of Pennsylvania, Microbiology",USA,13-04-2022,BA.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,VSP11702,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29768,complete,,,,USA: Pennsylvania,USA,PA,Homo sapiens,,16-01-2022,,
MZ056057,Severe acute respiratory syndrome coronavirus 2,GenBank,"Sheth,M., Nobles,S., Padilla,J., Burroughs,M., Le,S., Dillon,K., Cook,P., Paden,C.R., Batra,D., Queen,K., Knipe,K., Howard,D., Unoarumhi,Y., Wagner,D., Schmerer,M., Rambo-Martin,B.L., Lacek,K., Shepard,S., Halpin,A.L., Wentworth,D., Dugan,V., Tong,S., Lee,J.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,29-04-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,OH-CDC-2-4195071,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29848,complete,,,,USA: OH,USA,OH,Homo sapiens,oronasopharynx,01-04-2021,SAMN21491956,PRJNA689853
OV443713,Severe acute respiratory syndrome coronavirus 2,GenBank,"The Lighthouse Lab in Milton,Keynes., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,13-01-2022,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,05-12-2021,SAMEA11657456,PRJEB37886
OY111509,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,27-06-2023,BA.1.17,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29871,partial,,,,Germany:Europe/Germany/North Rhine-Westphalia,Germany,,Homo sapiens,,23-02-2022,SAMEA113739425,PRJEB44987
PP332343,Severe acute respiratory syndrome coronavirus 2,GenBank,"Davis,C., Beck,J., Johnson,B.N., Finnicum,C.T., Silvernail,C., Vaselaar,E., Kallsen,N., Katz,C., Pfeifle,M., Nelson,L., Huizenga,P., Streier,Z., Viet,S., Petersen,J., Peta,V.J., Do,T., Agany,D.M., Hoffman,M., Cooper,L., McFadden,L., Huber,V., Gnimpieba,E.Z., Ehili,E.A.","South Dakota INBRE/Avera Institute for Human Genetics, SD-INBRE-AIHG",USA,13-02-2024,JN.1.8,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,SD-SDAIHG-2348,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29770,partial,,,,USA: South Dakota,USA,SD,Homo sapiens,oronasopharynx,22-12-2023,,
MZ143259,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Moser,K., Paskey,A., Caravas,J., Rambo-Martin,B., Morrison,S., Gulvick,C., Sammons,S., Unoarumhi,Y., Wagner,D., Schmerer,M., Agarwal,M., Almasri,E., Boles,D., Burns,A., Charoensri,N., Cohen,O., Countryman,S., Cristobal,M.A., Croy,B., Dale,S., Deshmukh,H., Douglas,A., Drouillon,V., Eisenberg,M., Engler,H., Ghatti,R., Gupta,P., Hicks,S., Humphrey,J., Iyer,L., Jain,M., Kolli,M., Krueger,B., Kuphal,T., Letovsky,S., Levandoski,M., Lukasik,C., Meltzer,J., Norvell,B., Nye,M., Parker,S., Petropoulos,C., Pruitt,J., Ragan,S., Ryan,S., Sapeta,M., Schroth,J., Selvaraju,S.B., Stevovic,G., Suchanek,A., Throop,A., Tilson,L., Urban,T., Voshell,J., Wagner,K., Williams,J., Williamson,M., Zeng,Q., Zwiefelhofer,T., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch",USA,06-05-2021,B.1.427,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,KY-CDC-LC0052985,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29705,partial,,,,USA: Kentucky,USA,KY,Homo sapiens,oronasopharynx,19-04-2021,SAMN19977005,PRJNA716984
OU841757,Severe acute respiratory syndrome coronavirus 2,GenBank,,"SIB, Ch. des Mines 9",Switzerland,21-10-2021,AY.43.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,LU-ETHZ-34200196,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,Switzerland:LU,Switzerland,,Homo sapiens,,22-09-2021,SAMEA10374279,PRJEB43828
OL668020,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Gao,H., Li,M., Gao,J., Fierro,J., Sapra,B., Tsai,B., Meng,Y., Ng,D., Xie,J., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,29-11-2021,AY.103,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,CA-CDC-FG-173653,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29812,partial,,,,USA: California,USA,CA,Homo sapiens,oronasopharynx,20-11-2021,SAMN23474802,PRJNA731152
OQ906361,Severe acute respiratory syndrome coronavirus 2,GenBank,"Colson,P., Levasseur,A., Boschi,C., Fournier,P.-E., La Scola,B.","IHU Mediterranee Infection, IHU Mediterranee Infection",France,01-05-2023,AY.98.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,IHUCOVID-049777,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29689,complete,,,,France,France,,Homo sapiens,oronasopharynx,2021-11,,
OP165074,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Roychoudhury,P., Xie,H., Shrestha,L., Nguyen,T.V., Bakhash,S.M., Lin,M., Baker,N.R., Perez,R., Ellis,S., Breit,N., Livingston,R.J., Huang,M.-L., Jerome,K.R., Mathias,P., Greninger,A., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,07-08-2022,BA.5.2.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,WA-CDC-UW22071961308,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29499,partial,,,,USA: Washington,USA,WA,Homo sapiens,oronasopharynx,19-07-2022,SAMN30180509,PRJNA738869
OQ456271,Severe acute respiratory syndrome coronavirus 2,GenBank,"Reeb,V., Twait,E., Yakos,A., Knutson,M., Eveland,K., Zanon,K., Benfer,J., Hottel,W., Kampoowale,A., Sompallae,K., El Allam,M.","State Hygienic Laboratory at the University of Iowa, Molecular",USA,19-02-2023,XBB.1.5.20,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,2240917,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29648,partial,,,,USA: IA,USA,IA,Homo sapiens,,09-02-2023,SAMN33343923,PRJNA736036
OX023823,Severe acute respiratory syndrome coronavirus 2,GenBank,"Danish Covid-19 Genome,Consortium.","Artillerivej 5, 2300 Copenhagen S",Denmark,02-06-2022,BA.2,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29885,partial,,,,Denmark:Hovedstaden,Denmark,,Homo sapiens,,19-02-2022,SAMEA14468134,PRJEB49401
OU357172,Severe acute respiratory syndrome coronavirus 2,GenBank,"VanSteenhouse,H., Kasai,Y., Gray,D., Clugston,C., Dominiczak,A., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,08-07-2021,AY.4,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29890,partial,,,,United Kingdom:Scotland,United Kingdom,,Homo sapiens,,15-06-2021,SAMEA9252752,PRJEB37886
OU360167,Severe acute respiratory syndrome coronavirus 2,GenBank,,"RKI-OSEDA, Nordufer 20, 13353 Berlin",Germany,08-07-2021,B.1.1.7,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29886,partial,,,,Germany:Europe/Germany/Bavaria,Germany,,Homo sapiens,,31-05-2021,SAMEA9337778,PRJEB44987
OP448230,Severe acute respiratory syndrome coronavirus 2,GenBank,"Howard,D., Batra,D., Cook,P.W., Caravas,J., Rambo-Martin,B., Sammons,S., Unoarumhi,Y., Schmerer,M., Lacek,K.A., Kendall,T., Caban Figueroa,V., Morrison,S., Gulvick,C., Sula,E., Rosenthal,S.H., Gerasimova,A., Kagan,R.M., Anderson,B., Hua,M., Liu,Y., Bernstein,L.E., Livingston,K.E., Perez,A., Shlyakhter,I.A., Rolando,R.V., Owen,R., Tanpaiboon,P., Lacbawan,F., Paden,C.R., MacCannell,D.","Centers for Disease Control and Prevention, Respiratory Viruses Branch, Division of Viral Diseases",USA,16-09-2022,BA.4.6,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,TRUE,NY-CDC-QDX41029655,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29686,complete,,,,USA: New York,USA,NY,Homo sapiens,oronasopharynx,04-09-2022,SAMN30885369,PRJNA716985
OV603276,Severe acute respiratory syndrome coronavirus 2,GenBank,"Berkshire, Surrey Pathology Services Lighthouse,Laboratory., Alderton,A., Amato,R., Barrett,J., Goncalves,S., Harrison,E., Jackson,D.K., Johnston,I., Kwiatkowski,D., Langford,C., Sillitoe,J., The Wellcome Sanger Institute COVID-19 Surveillance,Team.","Wellcome Sanger Institute, Hinxton, Cambridgeshire, CB10 1SA",United Kingdom,18-01-2022,BA.1.1,4.3.1/1.31/v0.1.12/0.3.19/0.6.2,,,Severe acute respiratory syndrome-related coronavirus,Betacoronavirus,Coronaviridae,ssRNA(+),29873,partial,,,,United Kingdom:England,United Kingdom,,Homo sapiens,,05-01-2022,SAMEA12316812,PRJEB37886
